Entry	Entry name	Status	Protein names	Organism	Gene names  (primary )	Cross-reference (RefSeq)	Cross-reference (PhosphoSitePlus)
Q4PJT6	SPA24_RAT	reviewed	Spermatogenesis-associated protein 24 (Testis protein T6441)	Rattus norvegicus (Rat)	Spata24	NP_001020807.2;XP_006254607.1 [Q4PJT6-1];	
Q99P67	SOST_RAT	reviewed	Sclerostin	Rattus norvegicus (Rat)	Sost	NP_085073.1;	
P26433	SL9A3_RAT	reviewed	Sodium/hydrogen exchanger 3 (Na(+)/H(+) exchanger 3) (NHE-3) (Solute carrier family 9 member 3)	Rattus norvegicus (Rat)	Slc9a3	NP_036786.1;	P26433;
Q63965	SFXN1_RAT	reviewed	Sideroflexin-1 (Tricarboxylate carrier protein) (TCC)	Rattus norvegicus (Rat)	Sfxn1		
Q9Z1M9	SMC1A_RAT	reviewed	Structural maintenance of chromosomes protein 1A (SMC protein 1A) (SMC-1A)	Rattus norvegicus (Rat)	Smc1a	NP_113871.1;	Q9Z1M9;
Q9JMD2	SMBT1_RAT	reviewed	Scm-like with four MBT domains protein 1	Rattus norvegicus (Rat)	Sfmbt1	NP_113835.2;XP_006252718.1;XP_006252719.1;XP_006252720.1;XP_008769225.1;XP_008769226.1;XP_008769227.1;XP_008769228.1;XP_017455728.1;	Q9JMD2;
P80968	SMBP_RAT	reviewed	SM-11044-binding protein (Fragments)	Rattus norvegicus (Rat)			
P28646	SSR1_RAT	reviewed	Somatostatin receptor type 1 (SS-1-R) (SS1-R) (SS1R) (SRIF-2)	Rattus norvegicus (Rat)	Sstr1	NP_036851.1;XP_006240177.1;	P28646;
Q700K0	SSPO_RAT	reviewed	SCO-spondin	Rattus norvegicus (Rat)	Sspo	NP_001007017.1;	
Q5U2T3	SPS2L_RAT	reviewed	SPATS2-like protein	Rattus norvegicus (Rat)	Spats2l	NP_001014124.1;XP_008765330.1;XP_008765331.1;XP_008765332.1;	Q5U2T3;
P07631	SUH2_RAT	reviewed	Probable alcohol sulfotransferase (EC 2.8.2.2) (Androgen-repressible liver protein) (Dehydroepiandrosterone sulfotransferase) (DST) (Hydroxysteroid sulfotransferase) (ST) (Senescence marker protein 2) (SMP-2)	Rattus norvegicus (Rat)			
Q920Q3	SPT19_RAT	reviewed	Spermatogenesis-associated protein 19, mitochondrial (Spermatogenic cell-specific gene 1 protein) (Spergen-1)	Rattus norvegicus (Rat)	Spata19	NP_599211.1;	Q920Q3;
P49430	THAS_RAT	reviewed	Thromboxane-A synthase (TXA synthase) (TXS) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)	Rattus norvegicus (Rat)	Tbxas1	NP_036819.1;	
P24329	THTR_RAT	reviewed	Thiosulfate sulfurtransferase (EC 2.8.1.1) (Rhodanese)	Rattus norvegicus (Rat)	Tst	NP_036940.1;	P24329;
P04143	THRSP_RAT	reviewed	Thyroid hormone-inducible hepatic protein (Spot 14 protein) (S14) (SPOT14)	Rattus norvegicus (Rat)	Thrsp		
Q6AY87	THOC6_RAT	reviewed	THO complex subunit 6 homolog (WD repeat-containing protein 58)	Rattus norvegicus (Rat)	Thoc6	NP_077360.2;	Q6AY87;
P24155	THOP1_RAT	reviewed	Thimet oligopeptidase (EC 3.4.24.15) (Endo-oligopeptidase A) (Endopeptidase 24.15) (PZ-peptidase) (Soluble metallo-endopeptidase)	Rattus norvegicus (Rat)	Thop1	NP_742072.2;	P24155;
P06882	THYG_RAT	reviewed	Thyroglobulin (Tg)	Rattus norvegicus (Rat)	Tg		
P48032	TIMP3_RAT	reviewed	Metalloproteinase inhibitor 3 (Tissue inhibitor of metalloproteinases 3) (TIMP-3)	Rattus norvegicus (Rat)	Timp3		
Q5U208	THAP1_RAT	reviewed	THAP domain-containing protein 1	Rattus norvegicus (Rat)	Thap1	NP_001008341.1;	
Q6AXS8	TPGS2_RAT	reviewed	Tubulin polyglutamylase complex subunit 2 (PGs2)	Rattus norvegicus (Rat)	Tpgs2	NP_001014169.2;	
Q63610	TPM3_RAT	reviewed	Tropomyosin alpha-3 chain (Gamma-tropomyosin) (Tropomyosin-3) (Tropomyosin-5)	Rattus norvegicus (Rat)	Tpm3	NP_001288215.1 [Q63610-2];NP_476556.2 [Q63610-3];NP_775134.1 [Q63610-1];	Q63610;
P62603	TRI26_RAT	reviewed	Tripartite motif-containing protein 26 (EC 2.3.2.27) (Zinc finger protein 173)	Rattus norvegicus (Rat)	Trim26	NP_001011665.1;	
P49745	TPO_RAT	reviewed	Thrombopoietin	Rattus norvegicus (Rat)	Thpo	NP_112395.1;XP_008767049.1;XP_008767050.1;XP_017453567.1;XP_017453670.1;	P49745;
A2RUW1	TOLIP_RAT	reviewed	Toll-interacting protein	Rattus norvegicus (Rat)	Tollip	NP_001103138.1;	A2RUW1;
Q9EQV6	TPP1_RAT	reviewed	Tripeptidyl-peptidase 1 (TPP-1) (EC 3.4.14.9) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I) (TPP-I)	Rattus norvegicus (Rat)	Tpp1	NP_112647.1;	Q9EQV6;
Q6AXS2	TM252_RAT	reviewed	Transmembrane protein 252	Rattus norvegicus (Rat)	Tmem252	NP_001007739.1;	
Q6XQN1	PNCB_RAT	reviewed	Nicotinate phosphoribosyltransferase (NAPRTase) (EC 6.3.4.21) (Nicotinate phosphoribosyltransferase domain-containing protein 1)	Rattus norvegicus (Rat)	Naprt	NP_997492.1;	Q6XQN1;
P09330	PRPS2_RAT	reviewed	Ribose-phosphate pyrophosphokinase 2 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase II) (PRS-II)	Rattus norvegicus (Rat)	Prps2	NP_036766.1;	
O54728	PLB1_RAT	reviewed	Phospholipase B1, membrane-associated (Phospholipase B) (Lysophospholipase) (EC 3.1.1.5) (Phospholipase A2) (EC 3.1.1.4) (Phospholipase B/lipase) (PLB/LIP) (Triacylglycerol lipase) (EC 3.1.1.3)	Rattus norvegicus (Rat)	Plb1	NP_620253.1;	O54728;
P20650	PPM1A_RAT	reviewed	Protein phosphatase 1A (EC 3.1.3.16) (Protein phosphatase 2C isoform alpha) (PP2C-alpha) (Protein phosphatase IA)	Rattus norvegicus (Rat)	Ppm1a	NP_058734.1;XP_017449523.1;	P20650;
P81718	PTN6_RAT	reviewed	Tyrosine-protein phosphatase non-receptor type 6 (EC 3.1.3.48) (Protein-tyrosine phosphatase SHP-1)	Rattus norvegicus (Rat)	Ptpn6	NP_446360.1;	P81718;
O88488	PTPRQ_RAT	reviewed	Phosphatidylinositol phosphatase PTPRQ (EC 3.1.3.-) (Protein-tyrosine phosphatase receptor-type expressed by glomerular mesangial cells protein 1) (rPTP-GMC1) (Receptor-type tyrosine-protein phosphatase Q) (PTP-RQ) (R-PTP-Q) (EC 3.1.3.48)	Rattus norvegicus (Rat)	Ptprq	NP_075214.1 [O88488-1];	O88488;
P59382	PXMP4_RAT	reviewed	Peroxisomal membrane protein 4 (24 kDa peroxisomal intrinsic membrane protein)	Rattus norvegicus (Rat)	Pxmp4	NP_757377.1;	P59382;
Q63630	RHOX5_RAT	reviewed	Homeobox protein Rhox5 (Homeobox protein Pem) (Placenta and embryonic expression protein) (Reproductive homeobox on chromosome X 5)	Rattus norvegicus (Rat)	Rhox5	NP_071511.1;	
O88779	RHBL1_RAT	reviewed	Rhomboid-related protein 1 (RRP) (EC 3.4.21.105) (Rhomboid-like protein 1) (Fragment)	Rattus norvegicus (Rat)	Rhbdl1		
P35231	REG3A_RAT	reviewed	Regenerating islet-derived protein 3-alpha (REG-3-alpha) (Islet of Langerhans regenerating protein 3) (REG 3) (Lithostathine 3) (Pancreatitis-associated protein 2) (RegIII) (Regenerating islet-derived protein III-alpha) (Reg III-alpha) [Cleaved into: Regenerating islet-derived protein 3-alpha 16.5 kDa form; Regenerating islet-derived protein 3-alpha 15 kDa form]	Rattus norvegicus (Rat)	Reg3a	NP_001139318.1;NP_742074.2;	
Q6R6I6	RXFP1_RAT	reviewed	Relaxin receptor 1 (Leucine-rich repeat-containing G-protein coupled receptor 7) (Relaxin family peptide receptor 1)	Rattus norvegicus (Rat)	Rxfp1	NP_958820.1;	Q6R6I6;
Q07782	S13A1_RAT	reviewed	Solute carrier family 13 member 1 (NaSi-1) (Renal sodium/sulfate cotransporter) (Na(+)/sulfate cotransporter)	Rattus norvegicus (Rat)	Slc13a1	NP_113839.1;	
P31662	S6A17_RAT	reviewed	Sodium-dependent neutral amino acid transporter SLC6A17 (Sodium-dependent neurotransmitter transporter NTT4) (Solute carrier family 6 member 17)	Rattus norvegicus (Rat)	Slc6a17	NP_001028251.1;	P31662;
Q9Z2Q1	SC31A_RAT	reviewed	Protein transport protein Sec31A (SEC31-like protein 1) (SEC31-related protein A) (Vesicle-associated protein 1)	Rattus norvegicus (Rat)	Sec31a	NP_148981.1;XP_006250751.1 [Q9Z2Q1-2];XP_006250752.1 [Q9Z2Q1-2];	Q9Z2Q1;
Q6AYR8	SCRN2_RAT	reviewed	Secernin-2	Rattus norvegicus (Rat)	Scrn2	NP_001012142.1;XP_006247404.1;XP_017452882.1;	
Q499V8	SARG_RAT	reviewed	Specifically androgen-regulated gene protein	Rattus norvegicus (Rat)	Sarg	NP_001094258.1;XP_006249776.1;XP_008767710.1;	Q499V8;
Q63627	SCAF4_RAT	reviewed	SR-related and CTD-associated factor 4 (CTD-binding SR-like protein RA4) (Splicing factor, arginine/serine-rich 15)	Rattus norvegicus (Rat)	Scaf4		
P15390	SCN4A_RAT	reviewed	Sodium channel protein type 4 subunit alpha (Mu-1) (SkM1) (Sodium channel protein skeletal muscle subunit alpha) (Sodium channel protein type IV subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.4)	Rattus norvegicus (Rat)	Scn4a	NP_037310.1;	P15390;
Q6AY30	SCPDL_RAT	reviewed	Saccharopine dehydrogenase-like oxidoreductase (EC 1.-.-.-)	Rattus norvegicus (Rat)	Sccpdh	NP_001014007.1;XP_008768101.2;XP_017460149.1;	Q6AY30;
Q9JJM9	SEPT5_RAT	reviewed	Septin-5 (Cell division control-related protein 1) (CDCrel-1) (Peanut-like protein 1)	Rattus norvegicus (Rat)	Septin5		Q9JJM9;
A8WCG0	SERC4_RAT	reviewed	Serine incorporator 4	Rattus norvegicus (Rat)	Serinc4	XP_006234915.1 [A8WCG0-1];	A8WCG0;
Q1H5H1	SELT_RAT	reviewed	Thioredoxin reductase-like selenoprotein T (SelT) (EC 1.8.1.9)	Rattus norvegicus (Rat)	Selenot	NP_001014275.2;	
Q3KR99	SPDLY_RAT	reviewed	Protein Spindly (Coiled-coil domain-containing protein 99) (Spindle apparatus coiled-coil domain-containing protein 1)	Rattus norvegicus (Rat)	Spdl1	NP_001029310.1;XP_006246166.1;	Q3KR99;
Q00910	SO2A1_RAT	reviewed	Solute carrier organic anion transporter family member 2A1 (Matrin F/G 1) (Prostaglandin transporter) (PGT) (Solute carrier family 21 member 2)	Rattus norvegicus (Rat)	Slco2a1		
A0JPP4	SPESP_RAT	reviewed	Sperm equatorial segment protein 1	Rattus norvegicus (Rat)	Spesp1	NP_001071150.1;	
Q6P6S4	SIL1_RAT	reviewed	Nucleotide exchange factor SIL1	Rattus norvegicus (Rat)	Sil1	NP_955408.1;XP_008770247.1;XP_017456394.1;	
Q99M63	SMU1_RAT	reviewed	WD40 repeat-containing protein SMU1 (Brain-enriched WD repeat-containing protein) (Smu-1 suppressor of mec-8 and unc-52 protein homolog) [Cleaved into: WD40 repeat-containing protein SMU1, N-terminally processed]	Rattus norvegicus (Rat)	Smu1	NP_476543.1;	
P05544	SPA3L_RAT	reviewed	Serine protease inhibitor A3L (Serpin A3L) (CPI-23) (Contrapsin-like protease inhibitor 3) (Serine protease inhibitor 1) (SPI-1)	Rattus norvegicus (Rat)	Serpina3l		
Q3KRF1	SP110_RAT	reviewed	Sp110 nuclear body protein (Intracellular pathogen resistance protein 1)	Rattus norvegicus (Rat)	Sp110	NP_001029309.1;	Q3KRF1;
O35179	SH3G2_RAT	reviewed	Endophilin-A1 (Endophilin-1) (SH3 domain protein 2A) (SH3 domain-containing GRB2-like protein 2) (SH3p4)	Rattus norvegicus (Rat)	Sh3gl2	NP_446387.1;	O35179;
Q01714	SP1_RAT	reviewed	Transcription factor Sp1	Rattus norvegicus (Rat)	Sp1	NP_036787.2;	Q01714;
Q4G019	SPTSA_RAT	reviewed	Serine palmitoyltransferase small subunit A (Small subunit of serine palmitoyltransferase A) (ssSPTa)	Rattus norvegicus (Rat)	Sptssa	NP_001041208.1;	
Q9Z2I6	SV2C_RAT	reviewed	Synaptic vesicle glycoprotein 2C (Synaptic vesicle protein 2C)	Rattus norvegicus (Rat)	Sv2c	NP_113781.1;XP_017446285.1;	Q9Z2I6;
Q5M877	SPSB2_RAT	reviewed	SPRY domain-containing SOCS box protein 2 (SSB-2)	Rattus norvegicus (Rat)	Spsb2	NP_001009660.1;XP_003750703.1;	
Q5EAN7	TE2IP_RAT	reviewed	Telomeric repeat-binding factor 2-interacting protein 1 (TERF2-interacting telomeric protein 1) (TRF2-interacting telomeric protein 1) (Repressor/activator protein 1 homolog) (RAP1 homolog)	Rattus norvegicus (Rat)	Terf2ip	NP_001013161.1;	Q5EAN7;
P70581	NUP58_RAT	reviewed	Nucleoporin p58/p45 (58 kDa nucleoporin) (Nucleoporin-like protein 1)	Rattus norvegicus (Rat)	Nup58	NP_620791.1 [P70581-1];	
O88275	PPARG_RAT	reviewed	Peroxisome proliferator-activated receptor gamma (PPAR-gamma) (Nuclear receptor subfamily 1 group C member 3)	Rattus norvegicus (Rat)	Pparg	NP_001138838.1 [O88275-2];NP_001138839.1 [O88275-2];NP_037256.1 [O88275-1];XP_006237071.1 [O88275-2];	O88275;
Q9R063	PRDX5_RAT	reviewed	Peroxiredoxin-5, mitochondrial (EC 1.11.1.24) (Antioxidant enzyme B166) (AOEB166) (PLP) (Peroxiredoxin V) (Prx-V) (Peroxisomal antioxidant enzyme) (Thioredoxin peroxidase PMP20) (Thioredoxin-dependent peroxiredoxin 5)	Rattus norvegicus (Rat)	Prdx5	NP_446062.1 [Q9R063-1];	Q9R063;
P13085	PTHR_RAT	reviewed	Parathyroid hormone-related protein (PTH-rP) (PTHrP) (Parathyroid hormone-like protein) (PLP) [Cleaved into: Osteostatin]	Rattus norvegicus (Rat)	Pthlh	NP_036768.1;	P13085;
P02781	PSC2_RAT	reviewed	Prostatic steroid-binding protein C2 (Prostatein peptide C2)	Rattus norvegicus (Rat)	Psbpc2	NP_997476.2;	
B0BNC9	QORL2_RAT	reviewed	Quinone oxidoreductase-like protein 2 (EC 1.-.-.-)	Rattus norvegicus (Rat)		XP_006250102.1;	B0BNC9;
Q4V7D7	RBM22_RAT	reviewed	Pre-mRNA-splicing factor RBM22 (RNA-binding motif protein 22)	Rattus norvegicus (Rat)	Rbm22	NP_001020847.1;	Q4V7D7;
Q99P75	RAB9A_RAT	reviewed	Ras-related protein Rab-9A	Rattus norvegicus (Rat)	Rab9a	NP_445910.1;	
P09812	PYGM_RAT	reviewed	Glycogen phosphorylase, muscle form (EC 2.4.1.1) (Myophosphorylase)	Rattus norvegicus (Rat)	Pygm		P09812;
Q71UF4	RBBP7_RAT	reviewed	Histone-binding protein RBBP7 (Nucleosome-remodeling factor subunit RBAP46) (Retinoblastoma-binding protein 7) (RBBP-7)	Rattus norvegicus (Rat)	Rbbp7	NP_114004.1;	Q71UF4;
P36860	RALB_RAT	reviewed	Ras-related protein Ral-B (EC 3.6.5.2)	Rattus norvegicus (Rat)	Ralb	NP_446273.1;XP_017454125.1;	P36860;
Q5FVM3	RETR1_RAT	reviewed	Reticulophagy regulator 1 (Reticulophagy receptor 1)	Rattus norvegicus (Rat)	Retreg1	NP_001030084.1;XP_008759043.1;XP_008773314.1;	Q5FVM3;
Q68AX7	REG4_RAT	reviewed	Regenerating islet-derived protein 4 (REG-4)	Rattus norvegicus (Rat)	Reg4	NP_001004096.1;XP_006233071.1;XP_008759543.1;XP_017446498.1;	
F1LQX4	RHG44_RAT	reviewed	Rho GTPase-activating protein 44 (Rho-type GTPase-activating protein RICH2) (RhoGAP interacting with CIP4 homologs protein 2) (RICH-2)	Rattus norvegicus (Rat)	Arhgap44	XP_006220759.1 [F1LQX4-1];XP_006220760.1 [F1LQX4-2];XP_006246896.1 [F1LQX4-1];XP_006246897.1 [F1LQX4-2];XP_008766117.1 [F1LQX4-3];XP_008773220.1 [F1LQX4-3];	F1LQX4;
Q63644	ROCK1_RAT	reviewed	Rho-associated protein kinase 1 (EC 2.7.11.1) (Liver regeneration-related protein LRRG199) (Rho-associated, coiled-coil-containing protein kinase 1) (Rho-associated, coiled-coil-containing protein kinase I) (ROCK-I) (p150 RhoA-binding kinase ROK beta) (p160 ROCK-1) (p160ROCK)	Rattus norvegicus (Rat)	Rock1	NP_112360.1 [Q63644-1];	Q63644;
P83900	RPGF5_RAT	reviewed	Rap guanine nucleotide exchange factor 5 (M-Ras-regulated Rap GEF) (MR-GEF) (rMR-GEF)	Rattus norvegicus (Rat)	Rapgef5	NP_001041380.1;	P83900;
Q5PQN9	RM38_RAT	reviewed	39S ribosomal protein L38, mitochondrial (L38mt) (MRP-L38)	Rattus norvegicus (Rat)	Mrpl38	NP_001009369.2;XP_008766594.1;	Q5PQN9;
Q5XIL3	RPC3_RAT	reviewed	DNA-directed RNA polymerase III subunit RPC3 (RNA polymerase III subunit C3) (DNA-directed RNA polymerase III subunit C)	Rattus norvegicus (Rat)	Polr3c	NP_001012081.1;XP_008759532.1;	
O54880	RPH3L_RAT	reviewed	Rab effector Noc2 (No C2 domains protein) (Rabphilin-3A-like protein)	Rattus norvegicus (Rat)	Rph3al	NP_598275.1;XP_008766163.1;XP_008766164.1;	
Q91ZR7	S35A4_RAT	reviewed	Probable UDP-sugar transporter protein SLC35A4 (Complex leucine repeat protein) (Solute carrier family 35 member A4)	Rattus norvegicus (Rat)	Slc35a4	NP_671481.2;XP_006254590.1;XP_006254591.1;XP_008770241.1;	
P10760	SAHH_RAT	reviewed	Adenosylhomocysteinase (AdoHcyase) (EC 3.3.1.1) (S-adenosyl-L-homocysteine hydrolase)	Rattus norvegicus (Rat)	Ahcy	NP_058897.1;	P10760;
P61621	S61A1_RAT	reviewed	Protein transport protein Sec61 subunit alpha isoform 1 (Sec61 alpha-1)	Rattus norvegicus (Rat)	Sec61a1	NP_954865.1;	P61621;
O70141	SEM6B_RAT	reviewed	Semaphorin-6B (Semaphorin-Z) (Sema Z)	Rattus norvegicus (Rat)	Sema6b	NP_445923.1;XP_006244411.1;	O70141;
Q66X93	SND1_RAT	reviewed	Staphylococcal nuclease domain-containing protein 1 (EC 3.1.31.1) (100 kDa coactivator) (SND p102) (p100 co-activator) (p105 coactivator)	Rattus norvegicus (Rat)	Snd1	NP_073185.2;	Q66X93;
Q9WU11	SNURF_RAT	reviewed	SNRPN upstream reading frame protein	Rattus norvegicus (Rat)	Snurf	NP_001257641.1;NP_570094.1;	
Q5XIC4	SPG21_RAT	reviewed	Maspardin (Spastic paraplegia 21 autosomal recessive Mast syndrome protein homolog)	Rattus norvegicus (Rat)	Spg21	NP_001006988.1;	Q5XIC4;
Q5U211	SNX3_RAT	reviewed	Sorting nexin-3	Rattus norvegicus (Rat)	Snx3	NP_001037748.1;	Q5U211;
O54772	SMRD2_RAT	reviewed	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 (60 kDa BRG-1/Brm-associated factor subunit B) (BRG1-associated factor 60B) (BAF60B)	Rattus norvegicus (Rat)	Smarcd2	NP_114189.1;	O54772;
O35412	SI1L1_RAT	reviewed	Signal-induced proliferation-associated 1-like protein 1 (SIPA1-like protein 1) (SPA-1-like protein p1294) (Spine-associated Rap GTPase-activating protein) (SPAR)	Rattus norvegicus (Rat)	Sipa1l1	NP_647546.1;	O35412;
Q07977	SIA8B_RAT	reviewed	Alpha-2,8-sialyltransferase 8B (EC 2.4.99.-) (Sialyltransferase 8B) (SIAT8-B) (Sialyltransferase St8Sia II) (ST8SiaII) (Sialyltransferase X) (STX)	Rattus norvegicus (Rat)	St8sia2	NP_476497.1;	Q07977;
Q5U3Y7	SGMR2_RAT	reviewed	Sigma intracellular receptor 2 (Sigma-2 receptor) (Sigma2 receptor) (Transmembrane protein 97)	Rattus norvegicus (Rat)	Tmem97	NP_001008335.1;	
Q9IKD1	SPIKE_CVRSD	reviewed	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	Rat coronavirus (strain 681) (RCV-SDAV) (Sialodacryoadenitis virus SDAV-681)	S		
O35180	SH3G3_RAT	reviewed	Endophilin-A3 (Endophilin-3) (SH3 domain protein 2C) (SH3 domain-containing GRB2-like protein 3) (SH3p13)	Rattus norvegicus (Rat)	Sh3gl3	XP_006229542.1;XP_006229547.1;	O35180;
Q6AXN6	SKAP_RAT	reviewed	Small kinetochore-associated protein (SKAP) (Kinetochore-localized astrin-binding protein) (Kinastrin) (Kinetochore-localized astrin/SPAG5-binding protein) (TRAF4-associated factor 1)	Rattus norvegicus (Rat)	Knstrn	NP_001004264.1;	Q6AXN6;
Q99P55	SGPP1_RAT	reviewed	Sphingosine-1-phosphate phosphatase 1 (SPPase1) (Spp1) (EC 3.1.3.-) (Sphingosine-1-phosphatase 1)	Rattus norvegicus (Rat)	Sgpp1		Q99P55;
O35876	SMN_RAT	reviewed	Survival motor neuron protein	Rattus norvegicus (Rat)	Smn1	NP_071954.1;	O35876;
P11101	STP2_RAT	reviewed	Nuclear transition protein 2 (TP-2) (TP2)	Rattus norvegicus (Rat)	Tnp2	NP_058753.2;	P11101;
Q6IYF9	SUCR1_RAT	reviewed	Succinate receptor 1 (G-protein coupled receptor 91)	Rattus norvegicus (Rat)	Sucnr1	NP_001001518.1;	Q6IYF9;
P07897	PGCA_RAT	reviewed	Aggrecan core protein (Cartilage-specific proteoglycan core protein) (CSPCP)	Rattus norvegicus (Rat)	Acan	NP_071526.1;	
P16290	PGAM2_RAT	reviewed	Phosphoglycerate mutase 2 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 2) (Muscle-specific phosphoglycerate mutase) (Phosphoglycerate mutase isozyme M) (PGAM-M)	Rattus norvegicus (Rat)	Pgam2	NP_059024.1;	P16290;
Q0KL00	PIEZ1_RAT	reviewed	Piezo-type mechanosensitive ion channel component 1 (Membrane protein induced by beta-amyloid treatment) (Mib) (Protein FAM38A)	Rattus norvegicus (Rat)	Piezo1	NP_001070668.2;	Q0KL00;
Q6AY28	PRS54_RAT	reviewed	Inactive serine protease 54 (Plasma kallikrein-like protein 4)	Rattus norvegicus (Rat)	Prss54	NP_001013910.1;XP_008770495.1;	
Q9EQY6	PIGM_RAT	reviewed	GPI mannosyltransferase 1 (EC 2.4.1.-) (GPI mannosyltransferase I) (GPI-MT-I) (Phosphatidylinositol-glycan biosynthesis class M protein) (PIG-M)	Rattus norvegicus (Rat)	Pigm	NP_077058.1;XP_008772129.1;	
P0C6Y7	PRDM9_RAT	reviewed	Histone-lysine N-methyltransferase PRDM9 (PR domain zinc finger protein 9) (PR domain-containing protein 9) (Protein-lysine N-methyltransferase PRDM9) (EC 2.1.1.-) ([histone H3]-lysine36 N-trimethyltransferase PRDM9) (EC 2.1.1.359) ([histone H3]-lysine4 N-trimethyltransferase PRDM9) (EC 2.1.1.354) ([histone H3]-lysine9 N-trimethyltransferase PRDM9) (EC 2.1.1.355) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase PRDM9) (EC 2.1.1.362) ([histone H4]-lysine20 N-methyltransferase PRDM9) (EC 2.1.1.361)	Rattus norvegicus (Rat)	Prdm9	NP_001102373.2 [P0C6Y7-1];	
P46002	PTAFR_RAT	reviewed	Platelet-activating factor receptor (PAF-R) (PAFr)	Rattus norvegicus (Rat)	Ptafr	NP_445773.1;XP_006239125.1;XP_006239126.1;	P46002;
B0BN93	PSD13_RAT	reviewed	26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5)	Rattus norvegicus (Rat)	Psmd13	NP_001102395.1;	B0BN93;
Q9QYJ2	RASA3_RAT	reviewed	Ras GTPase-activating protein 3 (GAP1(IP4BP)) (Ins P4-binding protein) (R-ras GAP)	Rattus norvegicus (Rat)	Rasa3	NP_113762.1;	Q9QYJ2;
P70501	RBM10_RAT	reviewed	RNA-binding protein 10 (RNA-binding motif protein 10) (RNA-binding protein S1-1)	Rattus norvegicus (Rat)	Rbm10	NP_690600.1;	P70501;
Q9JJ73	RAMP3_RAT	reviewed	Receptor activity-modifying protein 3	Rattus norvegicus (Rat)	Ramp3	NP_064485.2;	
P12001	RL18_RAT	reviewed	60S ribosomal protein L18	Rattus norvegicus (Rat)	Rpl18	NP_112364.1;	P12001;
Q5M818	RM16_RAT	reviewed	39S ribosomal protein L16, mitochondrial (L16mt) (MRP-L16)	Rattus norvegicus (Rat)	Mrpl16	NP_001009647.1;	Q5M818;
P0C6B1	S35E1_RAT	reviewed	Solute carrier family 35 member E1	Rattus norvegicus (Rat)	Slc35e1	NP_001102577.2;	
P04631	S100B_RAT	reviewed	Protein S100-B (S-100 protein beta chain) (S-100 protein subunit beta) (S100 calcium-binding protein B)	Rattus norvegicus (Rat)	S100b	NP_037323.1;XP_008771090.1;XP_017457057.1;	P04631;
Q4KLN0	SDCB2_RAT	reviewed	Syntenin-2 (Syndecan-binding protein 2)	Rattus norvegicus (Rat)	Sdcbp2	NP_001020863.1;XP_017447262.1;	
Q5U2X2	SPAG1_RAT	reviewed	Sperm-associated antigen 1 (HSD-3.8) (Infertility-related sperm protein Spag-1)	Rattus norvegicus (Rat)	Spag1	NP_001012116.1;	Q5U2X2;
Q5RJZ6	SCOC_RAT	reviewed	Short coiled-coil protein	Rattus norvegicus (Rat)	Scoc	NP_001013253.1;	
O35913	SO1A4_RAT	reviewed	Solute carrier organic anion transporter family member 1A4 (Brain digoxin carrier protein) (Brain-specific organic anion transporter) (OATP-B1) (Sodium-independent organic anion-transporting polypeptide 2) (Solute carrier family 21 member 5)	Rattus norvegicus (Rat)	Slco1a4	NP_571981.1;XP_017447901.1;	
Q6ZXC8	SIA8E_RAT	reviewed	Alpha-2,8-sialyltransferase 8E (EC 2.4.99.-) (Sialyltransferase 8E) (SIAT8-E) (Sialyltransferase St8Sia V) (SATV) (ST8SiaV)	Rattus norvegicus (Rat)	St8sia5	NP_998793.1;XP_006255030.1 [Q6ZXC8-2];	
P05545	SPA3K_RAT	reviewed	Serine protease inhibitor A3K (Serpin A3K) (CPI-21) (Contrapsin-like protease inhibitor 1) (GHR-P63) (Growth hormone-regulated proteinase inhibitor) (Kallikrein-binding protein) (KBP) (SPI-2.3) (Serine protease inhibitor 2) (SPI-2) (Thyroid hormone-regulated protein)	Rattus norvegicus (Rat)	Serpina3k	NP_036789.2;XP_006240520.1;	P05545;
Q9R0C9	SGMR1_RAT	reviewed	Sigma non-opioid intracellular receptor 1 (Sigma 1-type opioid receptor) (Sigma1-receptor) (Sigma1R)	Rattus norvegicus (Rat)	Sigmar1	NP_112258.1 [Q9R0C9-1];	Q9R0C9;
Q5M824	SHC1_RAT	reviewed	SHC-transforming protein 1 (Src homology 2 domain-containing-transforming protein C1) (SH2 domain protein C1)	Rattus norvegicus (Rat)	Shc1	NP_445969.2;	
